1478686221 49 38 18 7 4 1 2 2 1
1478686352 50 38 18 7 4 1 2 2 1
1478775083 51 38 18 7 4 1 2 2 1
1478803034 51 38 18 7 4 2 2 2 1
1478844492 51 38 19 7 4 2 2 2 1
1478845470 51 38 20 7 4 2 2 2 1
1478847137 51 38 21 7 4 2 2 2 1
1478847829 52 38 21 7 4 2 2 2 1
1478848202 53 38 21 7 4 2 2 2 1
1478851199 53 38 22 7 4 2 2 2 1
1478851297 53 38 23 7 4 2 2 2 1
1480060670 54 38 23 7 4 2 2 2 1
1480060720 55 38 23 7 4 2 2 2 1
1480497523 55 39 23 7 4 2 2 2 1
1480500691 55 39 24 7 4 2 2 2 1
1480505397 55 39 25 7 4 2 2 2 1
1480590038 56 39 25 7 4 2 2 2 1
1480657833 57 39 25 7 4 2 2 2 1
1480874995 58 39 25 7 4 2 2 2 1
1480922984 58 39 26 7 4 2 2 2 1
1480923083 58 39 27 7 4 2 2 2 1
1480925138 58 39 28 7 4 2 2 2 1
1481084248 58 39 29 7 4 2 2 2 1
1481088174 59 39 29 7 4 2 2 2 1
1481093401 60 39 29 7 4 2 2 2 1
1481180477 61 39 29 7 4 2 2 2 1
1481181630 62 39 29 7 4 2 2 2 1
1481186902 63 39 29 7 4 2 2 2 1
1481188217 64 39 29 7 4 2 2 2 1
1481248456 65 39 29 7 4 2 2 2 1
1485751358 66 39 29 7 4 2 2 2 1
1485758132 67 39 29 7 4 2 2 2 1
1485758488 67 39 29 7 5 2 2 2 1
1485759393 67 39 29 7 6 2 2 2 1
